contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiry,symbol
QQQ260414C00546000,2026-04-01 14:42:06+00:00,546.0,40.72,69.31,72.73,0.0,0.0,,1.0,1.5512717749023435,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00547000,2026-04-01 13:38:07+00:00,547.0,39.52,68.32,71.67,0.0,0.0,,1.0,1.517580537109375,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00548000,2026-04-07 15:55:13+00:00,548.0,36.27,67.32,70.92,0.0,0.0,4.0,51.0,1.5615256298828122,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00549000,2026-04-07 19:02:00+00:00,549.0,35.6,66.32,70.08,0.0,0.0,2.0,26.0,1.5800802246093748,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00550000,2026-04-10 17:20:59+00:00,550.0,60.48,65.28,68.81,0.0,0.0,5.0,13.0,1.4980493847656249,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00551000,2026-04-07 15:55:12+00:00,551.0,33.39,64.32,67.81,0.0,0.0,,2.0,1.4794947900390625,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00552000,2026-04-07 14:59:06+00:00,552.0,30.76,63.32,66.93,0.0,0.0,,12.0,1.4892603662109374,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00553000,2026-04-07 15:39:22+00:00,553.0,30.56,62.32,65.81,0.0,0.0,,1.0,1.4428738793945315,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00554000,2026-04-07 14:59:06+00:00,554.0,29.0,61.32,64.82,0.0,0.0,,11.0,1.4267606787109375,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00555000,2026-04-07 14:59:06+00:00,555.0,28.09,60.27,63.81,0.0,0.0,7.0,23.0,1.4057646899414062,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00556000,2026-04-13 19:53:25+00:00,556.0,60.75,59.32,62.7,28.509998,88.43051,15.0,7.0,1.361331318359375,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00557000,2026-04-07 17:35:37+00:00,557.0,31.38,58.32,61.92,0.0,0.0,,20.0,1.3935577197265623,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00558000,2026-04-09 13:35:04+00:00,558.0,47.54,57.32,60.75,0.0,0.0,,9.0,1.3364290991210934,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00560000,2026-04-13 18:30:56+00:00,560.0,53.99,55.28,58.78,0.42000198,0.7840246,337.0,71.0,1.3066440917968747,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00561000,2026-04-01 18:19:07+00:00,561.0,26.66,54.32,57.77,0.0,0.0,,1.0,1.2858922424316406,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00562000,2026-04-13 18:14:24+00:00,562.0,52.04,53.32,56.9,23.12,79.94467,79.0,50.0,1.2956578186035155,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00563000,2026-04-07 17:52:52+00:00,563.0,25.99,52.32,55.78,0.0,0.0,1.0,3.0,1.2509803076171875,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00564000,2026-04-08 13:58:07+00:00,564.0,42.6,51.32,54.74,0.0,0.0,1.0,1.0,1.2238808337402345,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00565000,2026-04-10 17:19:03+00:00,565.0,45.63,50.28,53.9,0.0,0.0,3.0,269.0,1.2392616162109373,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00566000,2026-04-02 14:30:17+00:00,566.0,18.5,49.32,52.74,0.0,0.0,10.0,10.0,1.1870157836914061,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00567000,2026-04-09 13:39:08+00:00,567.0,38.87,48.32,51.78,0.0,0.0,,2.0,1.1770060681152343,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00568000,2026-04-13 19:16:16+00:00,568.0,46.65,47.32,50.71,3.4300003,7.936141,13.0,11.0,1.1435589697265625,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00569000,2026-04-10 18:55:55+00:00,569.0,41.83,46.32,49.75,0.0,0.0,,2.0,1.1335492541503909,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00570000,2026-04-13 16:38:30+00:00,570.0,43.66,45.29,48.79,2.7299995,6.669923,135.0,239.0,1.123051259765625,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00571000,2026-04-13 15:23:13+00:00,571.0,41.18,44.3,47.78,0.45000076,1.1048386,5.0,68.0,1.1025435498046878,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00572000,2026-04-13 16:15:29+00:00,572.0,40.0,43.32,46.79,0.9900017,2.5378153,3.0,14.0,1.0859420703125,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00573000,2026-04-07 19:20:04+00:00,573.0,18.13,42.32,45.78,0.0,0.0,10.0,14.0,1.0649460815429688,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00574000,2026-04-13 19:37:39+00:00,574.0,41.49,41.32,45.08,3.4300003,9.012087,6.0,50.0,1.102055270996094,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00575000,2026-04-13 19:59:28+00:00,575.0,42.5,40.27,43.79,5.4900017,14.833835,46.0,2000.0,1.0293017285156252,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00576000,2026-04-13 18:20:45+00:00,576.0,38.11,39.25,42.76,3.869999,11.302566,9.0,40.0,1.0048877880859375,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00577000,2026-04-13 19:28:48+00:00,577.0,37.88,38.33,41.79,4.84,14.64891,9.0,21.0,0.9916993017578125,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00578000,2026-04-13 18:02:26+00:00,578.0,36.01,37.5,40.94,3.1899986,9.71968,8.0,118.0,0.9998779309082031,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00579000,2026-04-13 19:12:12+00:00,579.0,36.98,36.5,39.92,2.8100014,8.223592,29.0,29.0,0.9770510107421876,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00580000,2026-04-13 19:56:36+00:00,580.0,36.96,35.5,38.75,5.9299984,19.110533,39.0,9120.0,0.9274909594726561,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00581000,2026-04-13 20:08:00+00:00,581.0,36.0,34.5,37.79,5.3999996,17.647057,75.0,383.0,0.9157723266601563,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00582000,2026-04-13 19:56:36+00:00,582.0,34.96,33.5,36.79,6.619999,23.359205,83.0,129.0,0.8964854101562498,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00583000,2026-04-13 19:52:03+00:00,583.0,33.73,32.5,35.79,6.01,21.681097,19.0,99.0,0.8774426318359375,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00584000,2026-04-13 19:59:43+00:00,584.0,33.05,31.5,34.79,6.1099987,22.680025,4.0,274.0,0.858399853515625,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00585000,2026-04-13 19:34:36+00:00,585.0,30.89,30.5,33.79,4.539999,17.229597,212.0,592.0,0.8388687988281249,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00586000,2026-04-13 19:57:43+00:00,586.0,31.3,29.5,32.8,4.8499985,18.336477,113.0,575.0,0.8212908496093749,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00587000,2026-04-13 19:34:25+00:00,587.0,28.8,28.5,31.8,4.4299984,18.178082,10.0,295.0,0.8017597949218749,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00588000,2026-04-13 19:52:03+00:00,588.0,28.75,27.5,31.02,5.9799995,26.262623,36.0,889.0,0.8168963623046874,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00589000,2026-04-13 19:51:23+00:00,589.0,27.47,26.5,29.83,5.67,26.009174,8.0,484.0,0.7675804492187501,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00590000,2026-04-13 20:14:27+00:00,590.0,27.74,25.5,28.72,6.33,29.565624,230.0,2055.0,0.7304714453125,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00591000,2026-04-13 20:08:00+00:00,591.0,26.51,24.5,28.02,6.040001,29.506601,33.0,214.0,0.7563500927734376,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00592000,2026-04-13 19:26:34+00:00,592.0,23.51,23.5,26.74,3.8999996,19.88781,49.0,168.0,0.694338994140625,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00593000,2026-04-13 19:26:34+00:00,593.0,22.43,24.5,26.03,4.08,22.234331,11.0,279.0,0.5961954443359375,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00594000,2026-04-13 20:03:25+00:00,594.0,22.93,21.5,24.76,5.58,32.16138,32.0,247.0,0.6577182666015625,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00595000,2026-04-13 20:12:30+00:00,595.0,22.58,20.5,24.11,6.2299995,38.10397,721.0,949.0,0.6865265722656251,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00596000,2026-04-13 20:06:13+00:00,596.0,21.61,19.5,22.77,6.34,41.519318,413.0,787.0,0.6189002954101563,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00597000,2026-04-13 19:51:51+00:00,597.0,19.71,18.5,22.21,3.33,20.329672,53.0,224.0,0.657229990234375,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00598000,2026-04-13 16:55:20+00:00,598.0,16.26,17.5,20.71,2.0600004,14.507046,26.0,243.0,0.5698285205078125,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00599000,2026-04-13 20:03:14+00:00,599.0,18.42,16.5,20.4,5.5299997,42.901474,153.0,350.0,0.6369665209960937,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00600000,2026-04-13 20:03:10+00:00,600.0,17.28,15.88,19.0,4.7800007,38.240005,654.0,861.0,0.5664105859375,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00601000,2026-04-13 20:02:09+00:00,601.0,16.42,14.5,17.83,5.05,44.41513,210.0,338.0,0.5236864038085938,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00602000,2026-04-13 20:03:14+00:00,602.0,15.49,13.5,17.03,4.7799997,44.631184,36.0,359.0,0.5266160620117188,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00603000,2026-04-13 19:51:36+00:00,603.0,13.47,12.5,15.79,3.7200003,38.15385,283.0,573.0,0.4758353198242187,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00604000,2026-04-13 19:57:00+00:00,604.0,13.53,11.5,14.82,4.8199997,55.338688,131.0,278.0,0.4577690942382813,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00605000,2026-04-13 20:13:09+00:00,605.0,12.85,10.5,13.85,4.6800003,57.282745,712.0,623.0,0.43945873046875,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00606000,2026-04-13 20:02:33+00:00,606.0,11.4,9.5,12.96,3.9499998,53.02013,588.0,1038.0,0.4292049267578125,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00607000,2026-04-13 20:03:19+00:00,607.0,10.51,8.5,12.18,3.71,54.558823,491.0,374.0,0.4294490649414063,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00608000,2026-04-13 20:14:25+00:00,608.0,9.8,7.5,11.33,3.75,61.98347,2139.0,423.0,0.4206600903320313,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00609000,2026-04-13 20:12:05+00:00,609.0,8.3,6.5,10.29,2.8900003,53.4196,2940.0,373.0,0.3918517846679687,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00610000,2026-04-13 20:14:57+00:00,610.0,7.9,5.7,9.54,3.1399999,65.966385,14557.0,3021.0,0.39014281738281253,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00611000,2026-04-13 20:14:09+00:00,611.0,7.01,4.62,8.0,2.8400002,68.105515,19033.0,1086.0,0.31372756591796874,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00612000,2026-04-13 20:10:32+00:00,612.0,6.06,3.68,7.54,2.51,70.70422,23863.0,1169.0,0.33667655517578127,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00613000,2026-04-13 20:13:06+00:00,613.0,4.68,3.0,6.0,1.6099999,52.442993,61569.0,5132.0,0.26148199462890626,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00614000,2026-04-13 20:14:10+00:00,614.0,4.42,4.35,4.6,1.8500001,71.98444,51892.0,1254.0,0.19873848144531248,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00615000,2026-04-13 20:14:43+00:00,615.0,3.73,2.53,4.0,1.5999999,75.11736,54580.0,7195.0,0.20471986694335934,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00616000,2026-04-13 20:14:43+00:00,616.0,3.01,2.33,3.2,1.28,73.98844,28143.0,667.0,0.18970536865234378,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00617000,2026-04-13 20:14:57+00:00,617.0,2.38,2.26,2.38,0.96000016,67.605644,28339.0,888.0,0.1690756921386719,True,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00618000,2026-04-13 20:14:57+00:00,618.0,1.78,1.72,1.78,0.65,57.522125,19613.0,587.0,0.16053085571289064,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00619000,2026-04-13 20:14:57+00:00,619.0,1.29,1.29,1.4,0.40999997,46.590904,13366.0,496.0,0.16333844482421878,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00620000,2026-04-13 20:14:59+00:00,620.0,0.94,0.9,0.96,0.26,38.235294,27697.0,3743.0,0.15479360839843753,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00621000,2026-04-13 20:14:58+00:00,621.0,0.57,0.57,0.6,0.04000002,7.547174,19725.0,451.0,0.14527221923828126,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00622000,2026-04-13 20:14:57+00:00,622.0,0.34,0.34,0.35,-0.049999982,-12.820508,14455.0,502.0,0.13770393554687502,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00623000,2026-04-13 20:14:57+00:00,623.0,0.2,0.19,0.21,-0.10000001,-33.333336,12340.0,506.0,0.13526255371093754,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00624000,2026-04-13 20:14:59+00:00,624.0,0.1,0.08,0.12,-0.1,-50.0,11207.0,577.0,0.1333094482421875,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00625000,2026-04-13 20:14:59+00:00,625.0,0.06,0.04,0.06,-0.099999994,-62.499996,6014.0,1030.0,0.129891513671875,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00626000,2026-04-13 20:13:00+00:00,626.0,0.03,0.01,1.32,-0.08,-72.72727,2102.0,1783.0,0.33350275878906255,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00627000,2026-04-13 20:14:08+00:00,627.0,0.03,0.01,0.06,-0.03,-50.0,1511.0,228.0,0.157234990234375,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00628000,2026-04-13 20:14:44+00:00,628.0,0.03,0.0,0.05,-0.020000001,-40.000004,1273.0,395.0,0.165047412109375,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00629000,2026-04-13 20:12:41+00:00,629.0,0.02,0.0,0.1,-0.030000001,-60.0,1483.0,404.0,0.20069158691406247,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00630000,2026-04-13 20:12:55+00:00,630.0,0.01,0.01,0.04,-0.03,-75.0,1694.0,905.0,0.18457846679687498,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00635000,2026-04-13 19:29:45+00:00,635.0,0.01,0.0,0.01,-0.02,-66.66667,237.0,2971.0,0.20703917968749996,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00640000,2026-04-13 19:44:43+00:00,640.0,0.01,0.0,0.01,-0.01,-50.0,103.0,300.0,0.257819921875,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00645000,2026-04-13 15:15:57+00:00,645.0,0.01,,4.8,0.0,0.0,7.0,32.0,1.1116987774658205,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00650000,2026-04-09 14:28:07+00:00,650.0,0.01,0.0,0.01,0.0,0.0,1.0,94.0,0.35547519531249994,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00655000,2026-04-10 14:38:43+00:00,655.0,0.01,0.0,4.8,0.0,0.0,10.0,608.0,1.0346727954101564,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00660000,2026-04-10 18:06:07+00:00,660.0,0.01,,4.8,0.0,0.0,,1552.0,1.4221220300292967,False,REGULAR,USD,2026-04-14,QQQ
QQQ260414C00665000,2026-04-10 13:47:37+00:00,665.0,0.01,,4.8,0.0,0.0,,549.0,1.519045373535156,False,REGULAR,USD,2026-04-14,QQQ
QQQ260415C00500000,2026-04-07 19:54:25+00:00,500.0,88.0,115.5,118.84,0.0,0.0,2.0,1.0,1.7236341943359377,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00505000,2026-04-06 13:59:59+00:00,505.0,84.86,110.66,113.79,0.0,0.0,,1.0,1.6450213061523438,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00510000,2026-04-09 14:58:40+00:00,510.0,94.52,105.5,108.94,0.0,0.0,,1.0,1.6123066259765624,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00515000,2026-04-08 19:54:39+00:00,515.0,90.03,100.66,103.75,0.0,0.0,1.0,2.0,1.5034204516601561,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00520000,2026-04-06 14:18:12+00:00,520.0,68.91,95.5,99.04,0.0,0.0,,,1.4985376635742185,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00525000,2026-04-02 16:20:44+00:00,525.0,58.06,90.61,93.86,0.0,0.0,10.0,11.0,1.3959991137695313,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00530000,2026-04-13 19:56:50+00:00,530.0,87.0,85.62,88.85,31.45,56.61566,4.0,43.0,1.3281283593749997,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00535000,2026-04-07 16:01:27+00:00,535.0,48.2,80.62,83.86,0.0,0.0,2.0,8.0,1.2646521142578124,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00540000,2026-04-13 19:56:50+00:00,540.0,77.02,75.55,78.78,29.209995,61.095993,4.0,30.0,1.1840861108398437,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00543000,2026-04-07 16:24:45+00:00,543.0,42.97,72.68,75.9,0.0,0.0,,40.0,1.1667522131347656,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00544000,2026-04-07 16:01:11+00:00,544.0,40.5,71.58,75.08,0.0,0.0,,1.0,1.1840861108398437,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00545000,2026-04-07 19:25:33+00:00,545.0,42.23,70.63,73.86,0.0,0.0,1.0,9.0,1.133305114746094,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00547000,2026-04-07 16:01:42+00:00,547.0,37.6,68.63,72.0,0.0,0.0,,20.0,1.1308637207031251,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00550000,2026-04-07 19:25:33+00:00,550.0,37.63,65.68,69.06,0.0,0.0,5.0,13.0,1.1005904345703126,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00551000,2026-04-07 19:06:18+00:00,551.0,34.09,64.58,67.8,0.0,0.0,,9.0,1.0444383715820313,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00552000,2026-04-07 15:00:06+00:00,552.0,30.99,63.67,66.96,0.0,0.0,,15.0,1.0581101782226563,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00553000,2026-04-07 19:00:28+00:00,553.0,32.39,62.68,65.97,0.0,0.0,,24.0,1.0463914868164066,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00554000,2026-04-07 18:45:43+00:00,554.0,32.61,61.63,65.09,0.0,0.0,,1.0,1.0517625537109376,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00555000,2026-04-02 16:59:51+00:00,555.0,31.67,60.63,63.91,0.0,0.0,35.0,35.0,1.0102588549804685,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00556000,2026-04-07 19:22:49+00:00,556.0,32.36,59.63,62.81,0.0,0.0,56.0,54.0,0.9809572216796876,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00558000,2026-04-09 19:00:33+00:00,558.0,50.7,57.62,60.87,0.0,0.0,,1.0,0.9643558251953125,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00559000,2026-04-08 14:05:43+00:00,559.0,47.65,56.62,60.11,0.0,0.0,1.0,1.0,0.9873048144531251,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00560000,2026-04-13 19:04:10+00:00,560.0,54.77,55.63,58.89,6.0600014,12.44098,2.0,14.0,0.9411626977539063,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00561000,2026-04-07 18:15:52+00:00,561.0,27.61,54.62,58.0,0.0,0.0,,10.0,0.9443364941406249,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00562000,2026-04-08 19:24:13+00:00,562.0,42.17,53.5,56.78,0.0,0.0,,11.0,0.8977061010742187,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00564000,2026-04-10 19:19:24+00:00,564.0,47.62,51.5,55.12,0.0,0.0,,12.0,0.9211433666992188,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00565000,2026-04-07 15:41:53+00:00,565.0,20.94,50.64,53.8,0.0,0.0,18.0,30.0,0.8615736499023439,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00566000,2026-04-13 19:07:24+00:00,566.0,48.71,49.58,53.11,3.9699974,8.873486,1.0,10.0,0.89257919921875,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00567000,2026-04-09 19:00:50+00:00,567.0,41.83,48.5,52.11,0.0,0.0,,1.0,0.8789074609374999,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00568000,2026-04-13 19:36:42+00:00,568.0,47.47,47.64,50.87,8.32,21.251596,11.0,7.0,0.8320329296874999,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00569000,2026-04-10 17:41:52+00:00,569.0,41.4,46.67,49.99,0.0,0.0,,6.0,0.8354508642578123,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00570000,2026-04-13 17:36:45+00:00,570.0,44.55,45.69,48.9,3.209999,7.7648745,1.0,96.0,0.8095722167968749,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00571000,2026-04-09 16:52:21+00:00,571.0,38.01,44.64,47.9,0.0,0.0,,67.0,0.7963887548828125,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00572000,2026-04-10 14:29:50+00:00,572.0,40.6,43.7,46.98,0.0,0.0,,8.0,0.7937032348632812,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00573000,2026-04-10 14:33:51+00:00,573.0,40.01,42.59,45.82,0.0,0.0,1.0,4.0,0.7585473364257813,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00574000,2026-04-13 16:09:37+00:00,574.0,37.99,41.5,45.01,6.4000015,20.259579,2.0,22.0,0.770510107421875,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00575000,2026-04-09 18:45:35+00:00,575.0,34.02,40.65,44.01,0.0,0.0,4.0,255.0,0.7568383691406251,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00576000,2026-04-13 16:39:38+00:00,576.0,37.82,39.63,42.83,0.9700012,2.6322966,2.0,11.0,0.7199735034179688,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00577000,2026-04-13 19:38:21+00:00,577.0,39.72,38.7,41.84,7.960001,25.062977,2.0,38.0,0.7077665942382813,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00578000,2026-04-13 13:33:53+00:00,578.0,31.65,37.65,40.82,-0.27000046,-0.8458661,1.0,40.0,0.6916534741210938,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00579000,2026-04-13 15:31:55+00:00,579.0,33.43,36.64,39.82,3.5300007,11.806023,15.0,209.0,0.6782258740234376,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00580000,2026-04-13 14:53:33+00:00,580.0,32.13,35.71,38.87,0.98000145,3.1460721,7.0,241.0,0.6711458666992189,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00581000,2026-04-09 16:13:39+00:00,581.0,29.38,34.59,37.83,0.0,0.0,4.0,56.0,0.6525913647460939,True,REGULAR,USD,2026-04-15,QQQ
QQQ260415C00582000,2026-04-13 18:38:00+00:00,582.0,32.31,33.59,36.92,3.4400005,11.915485,4.0,255.0,0.6499058447265625,True,REGULAR,USD,2026-04-15,QQQ
